,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.06396707399114224,0.053564323967643525,0.03302958055638927,-0.03403081049930476,0.01617680167623982,-0.0032155135870473557,-0.02413255097741861,0.09006120110761995,
acc_attr_y,0.06396707399114224,1.0,0.34492130902370594,0.1256474037537943,0.17827193764218308,0.0739691824065105,-0.02245972268925063,0.01934828720337147,-0.016137211498086407,
acc_attr_z,0.053564323967643525,0.34492130902370594,1.0,-0.07029059948096315,-0.03822455884151553,-0.1228445850786334,0.030690735673000968,0.03064055760628994,0.0657665838778729,
gyro_attr_x,0.03302958055638927,0.1256474037537943,-0.07029059948096315,1.0,0.2515646042531481,0.22341168365593872,0.013012627195994799,-0.004134258118062521,0.00015082437893767885,
gyro_attr_y,-0.03403081049930476,0.17827193764218308,-0.03822455884151553,0.2515646042531481,1.0,0.10107972083366865,-0.028280925286859587,-0.010341667834223038,0.018941274596067967,
gyro_attr_z,0.01617680167623982,0.0739691824065105,-0.1228445850786334,0.22341168365593872,0.10107972083366865,1.0,-0.022674685400888125,-0.03208016361779651,0.013180689066976633,
mag_attr_x,-0.0032155135870473557,-0.02245972268925063,0.030690735673000968,0.013012627195994799,-0.028280925286859587,-0.022674685400888125,1.0,0.49142255632319026,-0.1035718335289641,
mag_attr_y,-0.02413255097741861,0.01934828720337147,0.03064055760628994,-0.004134258118062521,-0.010341667834223038,-0.03208016361779651,0.49142255632319026,1.0,-0.2744841499561116,
mag_attr_z,0.09006120110761995,-0.016137211498086407,0.0657665838778729,0.00015082437893767885,0.018941274596067967,0.013180689066976633,-0.1035718335289641,-0.2744841499561116,1.0,
label,,,,,,,,,,
