,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,0.3851904158831489,-21.522914561000356,20.303163326638302,0.05392124689813193,1.8036004190843815,4.682360579894388,1.6863868391089532,9.464959102898403,3.4013373553313677,1.8442714971856415
acc_attr_y,-0.15148263320821143,-22.032930418627995,16.985979784705147,-0.02339233671624692,1.66271967300123,-10.976305585577178,-0.850738454724305,10.685868607235326,2.7875762432585933,1.669603618604905
acc_attr_z,9.467837000324907,-14.030630892159557,25.376224578110957,9.293088600151933,2.916312571791922,0.3080231072516186,0.08937161072195184,1.9905059667875982,98.14479354448417,9.906805415697038
gyro_attr_x,-0.015674164781985515,-1.9333885,2.6119404,-0.014076464,0.3565135086938277,-22.745295436958305,0.03627889616302396,0.7702808851442762,0.12734721854441308,0.3568574204698749
gyro_attr_y,-0.0070860676955707465,-2.9301481,3.3233328,0.0066796616,0.5565640732505848,-78.5434315845548,0.03281391070207777,0.5732695762974576,0.30981294459383846,0.556608430221676
gyro_attr_z,-0.04288757820505285,-2.1072857,2.0888803,-0.028099801,0.37749510988886426,-8.801968441398008,0.02475416286293012,1.379328443640091,0.14434151804215808,0.3799230422627168
mag_attr_x,-1.066941599087376,-49.674,55.2,-4.966,17.9168725332912,-16.792739685674135,0.672219701369427,-0.35510476281198544,322.15182001331726,17.94858824568989
mag_attr_y,-33.53182977570058,-60.806,42.211,-38.659,16.12123510270326,-0.48077409465992793,1.8255510126952523,2.7078584385134494,1384.2771284399503,37.2058749183506
mag_attr_z,11.623300351403323,-33.685,54.615,12.435,15.702444194637659,1.3509454044815976,-0.16510135792468772,-0.9027839384033762,381.66719978396657,19.536304660399995
label,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0
