,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,-0.09724896711538146,-32.864228976261415,33.77880020567446,0.008399184314784341,4.695358884072855,-48.28183808370968,-0.18682752158365507,6.707748148518995,22.055811505270068,4.696361517735839
acc_attr_y,1.6831808490117255,-29.978112876003458,33.956774449832714,0.13843911083486402,5.831143276202883,3.46435932872372,1.168974673563439,3.1237229417969727,36.835266587729926,6.069206421578518
acc_attr_z,7.096797932701306,-33.6955700894398,33.664063035754765,7.553876514925567,7.090883420698385,0.9991665942782917,0.061269298702649674,0.29812229514430477,100.64507528898538,10.032201916278668
gyro_attr_x,0.051612373909332064,-9.96806,10.113073,0.017064389,1.024485040294444,19.84960122342302,0.5265464107086754,7.7063641206478195,1.0522314874755176,1.0257833530894902
gyro_attr_y,0.03488517554913291,-10.034285,10.016132,0.026054733,1.7305267796960853,49.6063658117122,-0.07238177649951341,3.0073249207238355,2.995934354079155,1.7308767587783813
gyro_attr_z,0.025355063196079143,-10.0354,10.011218,0.0016997997,0.979000727603809,38.6116461249917,-0.13286672975138805,8.028582499375608,0.9590835255106818,0.9793280990100722
mag_attr_x,4.074013858556993,-50.309,47.023,3.794,15.410847961507635,3.782718590693779,0.1774657037642991,0.022670705102459277,254.09138314735088,15.940244137005898
mag_attr_y,-37.536538153243825,-67.738,37.602,-40.283,11.12316892893459,-0.2963291096137844,2.627915583595946,8.277022079801924,1532.7163539828757,39.149921506726876
mag_attr_z,7.328172613160895,-52.937,115.074,11.154,17.732817732051963,2.4198144159711847,-0.2289882944356194,-1.1015344247825043,368.15435510650434,19.187348829541417
label,4.0,4.0,4.0,4.0,0.0,0.0,,,16.0,4.0
