,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.0010267106826206073,-0.07226294549205396,-0.03793936647607184,-0.012246120747916376,-0.013279991077603295,-0.05656837336438283,-0.002601338408793502,0.06216754946015489,-0.020622000689506544
acc_attr_y,0.0010267106826206073,1.0,0.12483540686894659,0.14287884618494245,-0.0386245143972602,0.05464483570553046,-0.03986210637331255,-0.05768054941558124,0.06730375269666165,0.0007950795954176586
acc_attr_z,-0.07226294549205396,0.12483540686894659,1.0,0.0450729652138404,0.0364877223689159,-0.03785235677966601,-0.01999819350860133,0.014089536333034546,-0.07236295122630276,0.029523236471355144
gyro_attr_x,-0.03793936647607184,0.14287884618494245,0.0450729652138404,1.0,0.09031255443598761,0.14578821056544272,-0.0019030710116248024,-0.008051023595927518,-0.0019227017574302253,0.009583383807396229
gyro_attr_y,-0.012246120747916376,-0.0386245143972602,0.0364877223689159,0.09031255443598761,1.0,-0.2801114358222482,-0.017427508751860464,-0.0021059829700629537,0.0020048272154344474,0.019351293019045552
gyro_attr_z,-0.013279991077603295,0.05464483570553046,-0.03785235677966601,0.14578821056544272,-0.2801114358222482,1.0,-0.009418974472032573,-0.02309202536574729,0.010905703514804426,0.012410814465043746
mag_attr_x,-0.05656837336438283,-0.03986210637331255,-0.01999819350860133,-0.0019030710116248024,-0.017427508751860464,-0.009418974472032573,1.0,0.40858552579070195,-0.12303181859022441,-0.03481952026789701
mag_attr_y,-0.002601338408793502,-0.05768054941558124,0.014089536333034546,-0.008051023595927518,-0.0021059829700629537,-0.02309202536574729,0.40858552579070195,1.0,-0.4093103257683912,-0.18485262124975363
mag_attr_z,0.06216754946015489,0.06730375269666165,-0.07236295122630276,-0.0019227017574302253,0.0020048272154344474,0.010905703514804426,-0.12303181859022441,-0.4093103257683912,1.0,0.030216253023548134
label,-0.020622000689506544,0.0007950795954176586,0.029523236471355144,0.009583383807396229,0.019351293019045552,0.012410814465043746,-0.03481952026789701,-0.18485262124975363,0.030216253023548134,1.0
