,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,-0.030153066431660377,-27.611180920604166,32.644112132081126,-0.011149149708459871,3.770311247494182,-125.03906546418105,0.35169311622553806,8.707940039831149,14.215962357712595,3.770406126362596
acc_attr_y,1.3002488345940437,-28.210977790710906,33.0419644071348,0.5042836768227131,5.93071990864157,4.5612191688625705,0.7981649317792563,3.4893147375618536,36.8636062554518,6.071540682187002
acc_attr_z,6.748559711749892,-27.94636656627069,33.36232816992636,3.1902115114868312,8.205350720730175,1.2158669510538478,0.5665386468512651,-0.892294354668183,112.86992096095267,10.624025647604238
gyro_attr_x,0.007486677671238659,-8.096381,8.265446,0.03970624,0.8334655956329453,111.32649650923862,0.5318655542838726,8.197100989653492,0.694711481219053,0.8334935399983932
gyro_attr_y,0.027107181628582888,-9.888766,6.667209,0.028524764,0.69025275467681,25.463833316739212,-0.12648657518843012,8.479884389324738,0.47717717067465987,0.6907801174575452
gyro_attr_z,-0.01337762747796703,-5.3746977,5.019785,0.0062148976500000005,0.6704512790347288,-50.11735303131762,-0.6294405726023354,6.6003959404349235,0.4496777517599967,0.6705801605773889
mag_attr_x,2.9074306782248387,-29.316,34.272,2.129,16.19716001680691,5.570953123015216,0.03390644394330814,-0.8022828682436987,270.7975699764748,16.455928110455357
mag_attr_y,-38.17740832515538,-52.696,5.598,-41.334,10.27448275986103,-0.269124678981708,2.0620988225772474,3.713527958929503,1563.0780635658325,39.53578206594417
mag_attr_z,-0.5492152164431355,-34.269,47.901,2.931,15.069051233514141,-27.437424860704592,0.12199536460307915,-1.2001743288127737,227.37484740028353,15.078953789977723
label,2.0,2.0,2.0,2.0,0.0,0.0,,,4.0,2.0
