,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,0.12382950559010569,-7.451354,17.87511,0.06703765,1.7747325567033188,14.332065271890455,1.004617528156829,2.209983016510087,3.165002294128725,1.779045332229824
acc_attr_y,9.418840571834078,4.1904516,15.995063,9.577405,0.5900579372628747,0.06264655747835596,-3.611216177592765,18.054266801116494,89.06272530209692,9.437304980877588
acc_attr_z,0.316824452804186,-14.924855,12.1398,0.3393781,1.4598196335506304,4.607660869070845,0.3579095147528536,1.439081071832022,2.231446292427628,1.4938026283373678
gyro_attr_x,0.004021828506087243,-1.6165088,1.7198911,0.0020185225,0.08803828733604595,21.890114708470414,0.0713627200516012,9.12410771181486,0.0077668976695096995,0.08813000436576467
gyro_attr_y,0.0481763945686968,-2.8982103,4.3105707,0.045549303,0.16796273752242064,3.486411530504121,-0.726861855257125,23.003595883435192,0.030532382594001508,0.17473517846730666
gyro_attr_z,0.004280200467432302,-2.3158567,1.3733844,0.0096277455,0.08136927453715753,19.010622319279143,-0.8000951727348045,32.1841075136461,0.006639264029464372,0.08148167910312337
mag_attr_x,2.933354678803536,-39.526,33.251,-1.702,14.183032896505136,4.835089666787293,0.010599326235515648,-0.35067012999259495,209.76253835412209,14.48318122354761
mag_attr_y,-39.85823819281481,-53.094,-22.625,-40.617,5.49835887966722,-0.13794786545930174,0.8088309823808905,0.15833984997488182,1618.911034054476,40.2356935326642
mag_attr_z,2.9909567748029233,-32.775,37.809,3.926,13.489480162271393,4.510088636489983,-0.3513874013451335,-0.7029494870871944,190.91148728047125,13.817072312196649
label,6.0,6.0,6.0,6.0,0.0,0.0,,,36.0,6.0
