,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.8787168213670608,-0.5217395557320267,-0.2134207463956429,0.14521333449265797,0.27885067018116383,-0.7558087847598668,-0.8033369647105376,0.33269850855532285,
acc_attr_y,0.8787168213670608,1.0,-0.34394873894384725,-0.08228544206606712,0.20371892635275285,0.32911896073692004,-0.6529546633182198,-0.9183430421832063,0.07938187436525308,
acc_attr_z,-0.5217395557320267,-0.34394873894384725,1.0,0.3493150139643424,0.007856396139509964,-0.1613256030417444,0.24868120185331427,0.30692432304113787,-0.83762726078454,
gyro_attr_x,-0.2134207463956429,-0.08228544206606712,0.3493150139643424,1.0,0.24209541984242017,0.09523431519968702,0.16884191764460368,0.16882148606493694,-0.23592828641905972,
gyro_attr_y,0.14521333449265797,0.20371892635275285,0.007856396139509964,0.24209541984242017,1.0,-0.028276783368973078,-0.1617110473989821,-0.09552444333766548,0.020802154900225096,
gyro_attr_z,0.27885067018116383,0.32911896073692004,-0.1613256030417444,0.09523431519968702,-0.028276783368973078,1.0,-0.09135955244829862,-0.3208599779248274,0.08676644973883399,
mag_attr_x,-0.7558087847598668,-0.6529546633182198,0.24868120185331427,0.16884191764460368,-0.1617110473989821,-0.09135955244829862,1.0,0.6643063376436505,-0.25963120875667384,
mag_attr_y,-0.8033369647105376,-0.9183430421832063,0.30692432304113787,0.16882148606493694,-0.09552444333766548,-0.3208599779248274,0.6643063376436505,1.0,0.00801539245057808,
mag_attr_z,0.33269850855532285,0.07938187436525308,-0.83762726078454,-0.23592828641905972,0.020802154900225096,0.08676644973883399,-0.25963120875667384,0.00801539245057808,1.0,
label,,,,,,,,,,
