,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,-0.7847172400477223,-18.79209,18.37909,-0.350152,3.21886983836049,-4.101948669006859,-1.425816626777957,4.415469083473874,10.976879631292546,3.313137430184952
acc_attr_y,8.82256762229736,-5.391742,19.608511,9.011177,3.637746920876092,0.4123229287222894,-0.40838079325282234,0.39180572700460203,91.0708707527961,9.543105927987812
acc_attr_z,-0.22850942015237313,-14.383765,11.4377,-0.034715924,2.173270867160721,-9.510640155279178,-0.6773131090032054,1.3689918365403182,4.77531162521816,2.1852486415092813
gyro_attr_x,0.01585073757593195,-1.9535869,2.7253752,0.042096592,0.32768352586456795,20.673077470043324,-0.4252797746211666,2.011992733157297,0.10762748456409933,0.32806628074841726
gyro_attr_y,0.014983747771384993,-4.139834,5.275127,0.01985312,0.4848776727789167,32.36023991974192,0.07032199416803847,4.807478785718149,0.23533031314590627,0.48510855810416936
gyro_attr_z,-0.011790255524127007,-2.490803,2.2086363,-0.0021380284,0.3058194944909177,-25.938326261471055,-0.3653442523150731,3.13534846044364,0.09366435171669894,0.30604632282825905
mag_attr_x,6.615975938958798,-31.028,64.018,5.349,13.473085480488175,2.036447170424342,0.8030426738180533,0.5179311742994863,225.2947398478804,15.009821446235808
mag_attr_y,-37.54443719817066,-61.917,32.521,-40.664,11.29796739159604,-0.3009225396551298,2.854062066729661,8.560749050575698,1537.228529242023,39.20750603190699
mag_attr_z,0.9879242079571574,-34.129,58.676,2.9850000000000003,17.16215768487875,17.371937590604126,-0.06300687545985553,-1.2783587479716951,295.51495269657823,17.190548353574364
label,7.0,7.0,7.0,7.0,0.0,0.0,,,49.0,7.0
