,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.1081106265249298,0.1420509336278687,0.057789985420575514,-0.02406341303586787,0.16344579252261565,-0.7446667944028744,-0.2990989222224048,-0.00850002684234627,
acc_attr_y,0.1081106265249298,1.0,-0.19108152848153157,0.21032232552408836,0.04114876491650736,0.060501305424489935,0.0394418299285841,-0.5864521905279175,0.05033592442800119,
acc_attr_z,0.1420509336278687,-0.19108152848153157,1.0,-0.22617522386738045,-0.04694918398426249,-0.03352006126522259,-0.14767473600238862,0.0939444129008279,-0.33656611772655864,
gyro_attr_x,0.057789985420575514,0.21032232552408836,-0.22617522386738045,1.0,0.045502907707813046,0.20622182852322207,-0.028980563272039985,-0.08450978558895118,-0.027848438730988627,
gyro_attr_y,-0.02406341303586787,0.04114876491650736,-0.04694918398426249,0.045502907707813046,1.0,0.0021518740237353178,0.02182103560790324,0.008699943729416551,-0.04939923419198201,
gyro_attr_z,0.16344579252261565,0.060501305424489935,-0.03352006126522259,0.20622182852322207,0.0021518740237353178,1.0,-0.010167049880684224,-0.0016267840264490559,0.0052975077008389744,
mag_attr_x,-0.7446667944028744,0.0394418299285841,-0.14767473600238862,-0.028980563272039985,0.02182103560790324,-0.010167049880684224,1.0,0.16128698723520224,0.05749391518221088,
mag_attr_y,-0.2990989222224048,-0.5864521905279175,0.0939444129008279,-0.08450978558895118,0.008699943729416551,-0.0016267840264490559,0.16128698723520224,1.0,-0.038627569999131396,
mag_attr_z,-0.00850002684234627,0.05033592442800119,-0.33656611772655864,-0.027848438730988627,-0.04939923419198201,0.0052975077008389744,0.05749391518221088,-0.038627569999131396,1.0,
label,,,,,,,,,,
