,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.6002555127415494,0.1960459527710381,-0.008133606850296125,0.005600214621520917,-0.009942846242957385,-0.7098384449625941,-0.6241452048399105,-0.26439250768293027,
acc_attr_y,0.6002555127415494,1.0,0.375709454709919,0.010277710921291873,-0.04701197592892982,0.022005572471096014,-0.6091558208388819,-0.75036332527572,-0.3498678154892495,
acc_attr_z,0.1960459527710381,0.375709454709919,1.0,0.03864266305763039,-0.04267799641375748,-0.015421098081737594,-0.29154963166495074,-0.46330795514910444,-0.4386489982558263,
gyro_attr_x,-0.008133606850296125,0.010277710921291873,0.03864266305763039,1.0,0.05163356395302151,0.04179911733267784,-0.006779343234759691,0.0006201344690140457,-0.011374481523202454,
gyro_attr_y,0.005600214621520917,-0.04701197592892982,-0.04267799641375748,0.05163356395302151,1.0,-0.08981105134294576,0.06502959598226214,0.06312420278846664,0.02738085839187375,
gyro_attr_z,-0.009942846242957385,0.022005572471096014,-0.015421098081737594,0.04179911733267784,-0.08981105134294576,1.0,0.00716191581890996,-0.03787787566656242,0.019024996830727132,
mag_attr_x,-0.7098384449625941,-0.6091558208388819,-0.29154963166495074,-0.006779343234759691,0.06502959598226214,0.00716191581890996,1.0,0.6333097354040542,0.30481762291893827,
mag_attr_y,-0.6241452048399105,-0.75036332527572,-0.46330795514910444,0.0006201344690140457,0.06312420278846664,-0.03787787566656242,0.6333097354040542,1.0,0.5226587973746294,
mag_attr_z,-0.26439250768293027,-0.3498678154892495,-0.4386489982558263,-0.011374481523202454,0.02738085839187375,0.019024996830727132,0.30481762291893827,0.5226587973746294,1.0,
label,,,,,,,,,,
