,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,-0.9999024516811661,-10.916962,9.920973,-0.76075757,2.2408368353199,-2.2410554465111208,-2.036050283153424,4.770902793332867,6.021142563517422,2.4538016552927466
acc_attr_y,8.46611205868612,-7.211934,19.608511,9.244013,2.4952413454888327,0.2947328511827041,-2.9138116291193574,6.968947519082505,77.90126779391466,8.826169485904668
acc_attr_z,0.4397000399749196,-17.676392,13.785813,1.7238252,3.0772003251434206,6.998408108670956,-0.4158596210686342,-0.9275749408854277,9.662475201291175,3.1084522195605926
gyro_attr_x,0.003515067251744384,-3.5369098,1.9819523,0.02107485,0.12522988029341364,35.62659583007044,-0.5515934918756489,24.06099222150247,0.015694840913545567,0.12527905217371965
gyro_attr_y,0.00915062581255447,-2.1564076,3.0072896,0.03067607,0.11470978317016195,12.535730945612757,1.0235800647486506,52.33133440740512,0.013242036673597529,0.11507404865388864
gyro_attr_z,-0.0066903837966451295,-1.3712729,1.9350352,-0.003970624,0.07588237426965962,-11.342006165283161,0.48707636575365076,65.71987071036712,0.005802882116946362,0.07617665073332092
mag_attr_x,-0.41585614515066543,-42.974,41.557,-0.674,14.998046086050927,-36.06546701532355,0.4480920345299218,0.12356601771289677,225.1137819484823,15.003792252243509
mag_attr_y,-32.2370455843675,-49.717,22.599,-34.657,16.01264571368697,-0.4967156705405994,2.0867039120313176,3.814224237473189,1295.6313143347368,35.99487900152933
mag_attr_z,-10.92849654769518,-36.763,36.399,-11.299,16.212932312515687,-1.4835464550643056,0.9237935018105845,-0.0003075029862484868,382.29057902030763,19.55225253059881
label,5.0,5.0,5.0,5.0,0.0,0.0,,,25.0,5.0
