,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.04417357228319585,-0.06188381721390228,-0.05470036049027266,0.05382542636312149,0.06448632310394574,-0.34854444790131933,-0.1869983017250622,-0.07882953346252367,
acc_attr_y,0.04417357228319585,1.0,-0.11530159215814895,0.16311208233956756,-0.003695482260529619,0.09534269380257519,-0.11888985856488812,-0.23068809526446607,-0.08830770844898735,
acc_attr_z,-0.06188381721390228,-0.11530159215814895,1.0,-0.1913179190749166,0.06150268808752083,0.06217383749698418,0.027331484562361303,-0.20692188761250294,-0.19949220966198947,
gyro_attr_x,-0.05470036049027266,0.16311208233956756,-0.1913179190749166,1.0,0.09815661765290619,0.14275595728711946,0.00023022974728476327,0.02194166048663717,0.01611648492393708,
gyro_attr_y,0.05382542636312149,-0.003695482260529619,0.06150268808752083,0.09815661765290619,1.0,-0.34096576549613616,-0.03320260448645386,0.0012396777141673817,-0.012672293714135948,
gyro_attr_z,0.06448632310394574,0.09534269380257519,0.06217383749698418,0.14275595728711946,-0.34096576549613616,1.0,-0.002121719011431623,0.007278359562838097,0.015070413229097126,
mag_attr_x,-0.34854444790131933,-0.11888985856488812,0.027331484562361303,0.00023022974728476327,-0.03320260448645386,-0.002121719011431623,1.0,0.2551208167154829,-0.13120629390093058,
mag_attr_y,-0.1869983017250622,-0.23068809526446607,-0.20692188761250294,0.02194166048663717,0.0012396777141673817,0.007278359562838097,0.2551208167154829,1.0,0.483768578733711,
mag_attr_z,-0.07882953346252367,-0.08830770844898735,-0.19949220966198947,0.01611648492393708,-0.012672293714135948,0.015070413229097126,-0.13120629390093058,0.483768578733711,1.0,
label,,,,,,,,,,
