,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,-0.763438693888002,-19.60911,19.607914,-0.47405192,3.6493804033890336,-4.7801878953811645,-0.40214649485006004,4.797404890173911,13.900811587976717,3.728379217297607
acc_attr_y,7.003435553735887,-19.608511,19.608511,8.817246,5.4317120892391815,0.7755782212262535,-0.2450329916880038,0.21214514498570836,78.55159607267063,8.862933829870933
acc_attr_z,0.7076130453493159,-19.608511,19.608511,0.24899697,4.290930771400799,6.063950911592598,-0.04842449294274894,1.9511415938135537,18.912797051574078,4.348884575563495
gyro_attr_x,0.01320907111638596,-9.96806,10.113073,0.017104227,0.5058496681316967,38.295627578549876,0.9953633592902292,31.877674770476325,0.25605828215414633,0.5060220174598595
gyro_attr_y,0.015616566932591064,-10.034285,10.016132,0.031154128,0.8083864065449593,51.76466825483222,-0.08237992827066941,19.870955336392836,0.6537322445314698,0.808537101518211
gyro_attr_z,-0.004989140249981814,-10.0354,10.011218,-0.0007569513,0.4752983224974186,-95.26657874553659,-0.13622429130876876,33.67212989564532,0.22593331259297922,0.4753244287778393
mag_attr_x,4.93760846985604,-61.459,64.018,3.912,16.331741290200632,3.307621774773243,0.11242920939897098,-0.18239203382780822,291.1056632514225,17.061818872893433
mag_attr_y,-29.944476551662408,-67.738,42.211,-38.043,20.052002240936268,-0.66963943104302,1.5235125325549856,1.0509983317824307,1298.7543375874245,36.038234384989295
mag_attr_z,-3.7666519570538073,-61.952,115.074,-4.331,21.100265422838202,-5.601862254176085,-0.08975307943000084,-0.9787270699834063,459.40872145637854,21.433821905026143
label,3.885688943321838,0.0,7.0,4.0,2.2035165160758816,0.5670851548379775,-0.29088824217020676,-1.0032283397542203,19.954062004010996,4.466996978285412
