,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,-0.28415956663959,-0.5907978133560096,-0.0730194551505977,-0.04788468482564866,0.18564357308424612,-0.5349641076978613,0.0784772839398982,-0.01852985474414625,
acc_attr_y,-0.28415956663959,1.0,-0.029341283480159457,0.1894177485624168,0.0635605349494315,0.1453064877590715,0.12530963882757318,-0.36454444154171817,0.057822867891179616,
acc_attr_z,-0.5907978133560096,-0.029341283480159457,1.0,-0.18825636031329923,-0.003444383215614105,-0.16682601412261408,0.41780768501893667,0.009320655581253503,-0.18108455064692072,
gyro_attr_x,-0.0730194551505977,0.1894177485624168,-0.18825636031329923,1.0,0.0007050508453235013,0.1392947471299869,-0.1090618490089018,-0.1020878627797613,0.12574017164872045,
gyro_attr_y,-0.04788468482564866,0.0635605349494315,-0.003444383215614105,0.0007050508453235013,1.0,0.16615857563005104,-0.2161285233791537,0.07461155321174173,0.2590486112064044,
gyro_attr_z,0.18564357308424612,0.1453064877590715,-0.16682601412261408,0.1392947471299869,0.16615857563005104,1.0,-0.14738242189061257,-0.013102527169651027,-0.046695121442545715,
mag_attr_x,-0.5349641076978613,0.12530963882757318,0.41780768501893667,-0.1090618490089018,-0.2161285233791537,-0.14738242189061257,1.0,0.22275268233107803,-0.14138259010233842,
mag_attr_y,0.0784772839398982,-0.36454444154171817,0.009320655581253503,-0.1020878627797613,0.07461155321174173,-0.013102527169651027,0.22275268233107803,1.0,-0.08113597860297372,
mag_attr_z,-0.01852985474414625,0.057822867891179616,-0.18108455064692072,0.12574017164872045,0.2590486112064044,-0.046695121442545715,-0.14138259010233842,-0.08113597860297372,1.0,
label,,,,,,,,,,
