,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,0.0063385397725998814,-0.1171217040560977,-0.049746395307276384,-0.06480434700595954,-0.008273301670787438,-0.04717243690952351,0.053220174792127393,0.12376038542015966,
acc_attr_y,0.0063385397725998814,1.0,0.21414321346397144,0.1759579382351559,-0.0617584785966589,0.05331904701320904,-0.1134265536879844,-0.07952679212479943,0.057080482594249964,
acc_attr_z,-0.1171217040560977,0.21414321346397144,1.0,0.07606598525903235,0.04451789647093581,-0.03996828021461997,-0.052784671641246526,-0.07272590288214263,-0.05873455622875793,
gyro_attr_x,-0.049746395307276384,0.1759579382351559,0.07606598525903235,1.0,0.09815661765290619,0.14275595728711946,0.00023022974728476327,0.02194166048663717,0.01611648492393708,
gyro_attr_y,-0.06480434700595954,-0.0617584785966589,0.04451789647093581,0.09815661765290619,1.0,-0.34096576549613616,-0.03320260448645386,0.0012396777141673817,-0.012672293714135948,
gyro_attr_z,-0.008273301670787438,0.05331904701320904,-0.03996828021461997,0.14275595728711946,-0.34096576549613616,1.0,-0.002121719011431623,0.007278359562838097,0.015070413229097126,
mag_attr_x,-0.04717243690952351,-0.1134265536879844,-0.052784671641246526,0.00023022974728476327,-0.03320260448645386,-0.002121719011431623,1.0,0.2551208167154829,-0.13120629390093058,
mag_attr_y,0.053220174792127393,-0.07952679212479943,-0.07272590288214263,0.02194166048663717,0.0012396777141673817,0.007278359562838097,0.2551208167154829,1.0,0.483768578733711,
mag_attr_z,0.12376038542015966,0.057080482594249964,-0.05873455622875793,0.01611648492393708,-0.012672293714135948,0.015070413229097126,-0.13120629390093058,0.483768578733711,1.0,
label,,,,,,,,,,
