,acc_attr_x,acc_attr_y,acc_attr_z,gyro_attr_x,gyro_attr_y,gyro_attr_z,mag_attr_x,mag_attr_y,mag_attr_z,label
acc_attr_x,1.0,-0.008503906540618738,-0.0902862950153963,0.005204150198406311,-0.030932795873189194,0.03298604798310726,-0.14392535290527733,-0.046297366654830426,0.041439983202848044,
acc_attr_y,-0.008503906540618738,1.0,-0.004549121078281111,0.0008150163888940792,-0.059561533398913326,0.008321312509405444,0.010610191722033117,0.012691818413297539,0.012395221618486385,
acc_attr_z,-0.0902862950153963,-0.004549121078281111,1.0,0.03705557621249026,0.021031437142766864,0.02115851775484156,-0.03922270049659898,-0.05324736477680593,-0.020437517317156373,
gyro_attr_x,0.005204150198406311,0.0008150163888940792,0.03705557621249026,1.0,0.05163356395302151,0.04179911733267784,-0.006779343234759691,0.0006201344690140457,-0.011374481523202454,
gyro_attr_y,-0.030932795873189194,-0.059561533398913326,0.021031437142766864,0.05163356395302151,1.0,-0.08981105134294576,0.06502959598226214,0.06312420278846664,0.02738085839187375,
gyro_attr_z,0.03298604798310726,0.008321312509405444,0.02115851775484156,0.04179911733267784,-0.08981105134294576,1.0,0.00716191581890996,-0.03787787566656242,0.019024996830727132,
mag_attr_x,-0.14392535290527733,0.010610191722033117,-0.03922270049659898,-0.006779343234759691,0.06502959598226214,0.00716191581890996,1.0,0.6333097354040542,0.30481762291893827,
mag_attr_y,-0.046297366654830426,0.012691818413297539,-0.05324736477680593,0.0006201344690140457,0.06312420278846664,-0.03787787566656242,0.6333097354040542,1.0,0.5226587973746294,
mag_attr_z,0.041439983202848044,0.012395221618486385,-0.020437517317156373,-0.011374481523202454,0.02738085839187375,0.019024996830727132,0.30481762291893827,0.5226587973746294,1.0,
label,,,,,,,,,,
