,mean,min,max,median,std,coefficient variation,skewness,kurt,signal_power,rms
acc_attr_x,0.023006852729104854,-9.541281830223777,16.850286217906447,7.205201765438495e-05,0.3816100886413229,16.586801034222578,12.401689780314111,247.73580859411214,0.14615522492349944,0.3823025306265961
acc_attr_y,-0.011709786789267585,-12.400689647796689,13.466414399352987,-0.0008192245299253894,0.3472839743672011,-29.65758306423637,-5.066454269071091,242.60142760464754,0.12074298800821599,0.3474809174734866
acc_attr_z,9.656162317471075,-5.655854522392539,24.872735466563192,9.676810849424704,0.27661675364704935,0.028646655322535484,-9.56163328359791,366.9950637890322,93.31798734579152,9.660123567832429
gyro_attr_x,0.003515067251744384,-3.5369098,1.9819523,0.02107485,0.12522988029341364,35.62659583007044,-0.5515934918756489,24.06099222150247,0.015694840913545567,0.12527905217371965
gyro_attr_y,0.00915062581255447,-2.1564076,3.0072896,0.03067607,0.11470978317016195,12.535730945612757,1.0235800647486506,52.33133440740512,0.013242036673597529,0.11507404865388864
gyro_attr_z,-0.0066903837966451295,-1.3712729,1.9350352,-0.003970624,0.07588237426965962,-11.342006165283161,0.48707636575365076,65.71987071036712,0.005802882116946362,0.07617665073332092
mag_attr_x,-0.41585614515066543,-42.974,41.557,-0.674,14.998046086050927,-36.06546701532355,0.4480920345299218,0.12356601771289677,225.1137819484823,15.003792252243509
mag_attr_y,-32.2370455843675,-49.717,22.599,-34.657,16.01264571368697,-0.4967156705405994,2.0867039120313176,3.814224237473189,1295.6313143347368,35.99487900152933
mag_attr_z,-10.92849654769518,-36.763,36.399,-11.299,16.212932312515687,-1.4835464550643056,0.9237935018105845,-0.0003075029862484868,382.29057902030763,19.55225253059881
label,5.0,5.0,5.0,5.0,0.0,0.0,,,25.0,5.0
